Code Domaine,Domaine,Code zone (M49),Zone,Code Élément,Élément,Code Produit,Produit,Code année,Année,Unité,Valeur,Symbole,Description du Symbole,Note
"MK","Indicateurs macro","408","République populaire démocratique de Corée","6110","Valeur US $","22008","Produit Intérieur Brut","2017","2017","Millions d’USD","17364.724931","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","834","République-Unie de Tanzanie","6110","Valeur US $","22008","Produit Intérieur Brut","2017","2017","Millions d’USD","54726.778799","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","642","Roumanie","6110","Valeur US $","22008","Produit Intérieur Brut","2017","2017","Millions d’USD","210147.181055","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","826","Royaume-Uni de Grande-Bretagne et d'Irlande du Nord","6110","Valeur US $","22008","Produit Intérieur Brut","2017","2017","Millions d’USD","2683399.006716","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","646","Rwanda","6110","Valeur US $","22008","Produit Intérieur Brut","2017","2017","Millions d’USD","9252.814353","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","662","Sainte-Lucie","6110","Valeur US $","22008","Produit Intérieur Brut","2017","2017","Millions d’USD","1996.77037","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","659","Saint-Kitts-et-Nevis","6110","Valeur US $","22008","Produit Intérieur Brut","2017","2017","Millions d’USD","1058.944444","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","674","Saint-Marin","6110","Valeur US $","22008","Produit Intérieur Brut","2017","2017","Millions d’USD","1528.621195","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","670","Saint-Vincent-et-les Grenadines","6110","Valeur US $","22008","Produit Intérieur Brut","2017","2017","Millions d’USD","847.618519","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","882","Samoa","6110","Valeur US $","22008","Produit Intérieur Brut","2017","2017","Millions d’USD","881.694105","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","678","Sao Tomé-et-Principe","6110","Valeur US $","22008","Produit Intérieur Brut","2017","2017","Millions d’USD","378.598871","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","686","Sénégal","6110","Valeur US $","22008","Produit Intérieur Brut","2017","2017","Millions d’USD","20996.569847","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","688","Serbie","6110","Valeur US $","22008","Produit Intérieur Brut","2017","2017","Millions d’USD","44179.075315","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","690","Seychelles","6110","Valeur US $","22008","Produit Intérieur Brut","2017","2017","Millions d’USD","1529.765696","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","694","Sierra Leone","6110","Valeur US $","22008","Produit Intérieur Brut","2017","2017","Millions d’USD","3739.051196","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","702","Singapour","6110","Valeur US $","22008","Produit Intérieur Brut","2017","2017","Millions d’USD","343187.139055","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","534","Sint Maarten (partie néerlandaise)","6110","Valeur US $","22008","Produit Intérieur Brut","2017","2017","Millions d’USD","1289.329609","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","703","Slovaquie","6110","Valeur US $","22008","Produit Intérieur Brut","2017","2017","Millions d’USD","95649.966261","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","705","Slovénie","6110","Valeur US $","22008","Produit Intérieur Brut","2017","2017","Millions d’USD","48589.100043","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","706","Somalie","6110","Valeur US $","22008","Produit Intérieur Brut","2017","2017","Millions d’USD","5609.009995","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","729","Soudan","6110","Valeur US $","22008","Produit Intérieur Brut","2017","2017","Millions d’USD","122072.729884","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","728","Soudan du Sud","6110","Valeur US $","22008","Produit Intérieur Brut","2017","2017","Millions d’USD","3571.364985","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","144","Sri Lanka","6110","Valeur US $","22008","Produit Intérieur Brut","2017","2017","Millions d’USD","87428.117558","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","752","Suède","6110","Valeur US $","22008","Produit Intérieur Brut","2017","2017","Millions d’USD","541018.749769","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","756","Suisse","6110","Valeur US $","22008","Produit Intérieur Brut","2017","2017","Millions d’USD","704478.516964","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","740","Suriname","6110","Valeur US $","22008","Produit Intérieur Brut","2017","2017","Millions d’USD","3392.950425","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","762","Tadjikistan","6110","Valeur US $","22008","Produit Intérieur Brut","2017","2017","Millions d’USD","7536.403147","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","148","Tchad","6110","Valeur US $","22008","Produit Intérieur Brut","2017","2017","Millions d’USD","13349.041418","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","203","Tchéquie","6110","Valeur US $","22008","Produit Intérieur Brut","2017","2017","Millions d’USD","218628.940952","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","764","Thaïlande","6110","Valeur US $","22008","Produit Intérieur Brut","2017","2017","Millions d’USD","456356.812775","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","626","Timor-Leste","6110","Valeur US $","22008","Produit Intérieur Brut","2017","2017","Millions d’USD","1615.609697","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","768","Togo","6110","Valeur US $","22008","Produit Intérieur Brut","2017","2017","Millions d’USD","6387.424244","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","776","Tonga","6110","Valeur US $","22008","Produit Intérieur Brut","2017","2017","Millions d’USD","461.324081","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","780","Trinité-et-Tobago","6110","Valeur US $","22008","Produit Intérieur Brut","2017","2017","Millions d’USD","23797.686966","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","788","Tunisie","6110","Valeur US $","22008","Produit Intérieur Brut","2017","2017","Millions d’USD","42163.530591","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","795","Turkménistan","6110","Valeur US $","22008","Produit Intérieur Brut","2017","2017","Millions d’USD","40217.589376","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","792","Turquie","6110","Valeur US $","22008","Produit Intérieur Brut","2017","2017","Millions d’USD","858988.5786","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","798","Tuvalu","6110","Valeur US $","22008","Produit Intérieur Brut","2017","2017","Millions d’USD","45.295753","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","804","Ukraine","6110","Valeur US $","22008","Produit Intérieur Brut","2017","2017","Millions d’USD","112090.503817","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","858","Uruguay","6110","Valeur US $","22008","Produit Intérieur Brut","2017","2017","Millions d’USD","64233.966863","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","548","Vanuatu","6110","Valeur US $","22008","Produit Intérieur Brut","2017","2017","Millions d’USD","880.046992","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","862","Venezuela (République bolivarienne du)","6110","Valeur US $","22008","Produit Intérieur Brut","2017","2017","Millions d’USD","247932.199787","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","704","Viet Nam","6110","Valeur US $","22008","Produit Intérieur Brut","2017","2017","Millions d’USD","281353.606166","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","887","Yémen","6110","Valeur US $","22008","Produit Intérieur Brut","2017","2017","Millions d’USD","18391.649816","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","894","Zambie","6110","Valeur US $","22008","Produit Intérieur Brut","2017","2017","Millions d’USD","25868.161487","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","716","Zimbabwe","6110","Valeur US $","22008","Produit Intérieur Brut","2017","2017","Millions d’USD","22040.654699","X","Ciffre de sources internationales",""
