Code Domaine,Domaine,Code zone (M49),Zone,Code année,Année,Code Produit,Produit,Code Mois,Mois,Code Élément,Élément,Unité,Valeur,Symbole,Description du Symbole,Note
"CP","Indices de Prix à la Consommation","784","Émirats arabes unis","2017","2017","23013","Prix à la Consommation, Indices d'alimentation (2015 = 100)","7002","Février","6125","Valeur","","100.415172","X","Ciffre de sources internationales","base year is 2015"
"CP","Indices de Prix à la Consommation","784","Émirats arabes unis","2017","2017","23013","Prix à la Consommation, Indices d'alimentation (2015 = 100)","7003","Mars","6125","Valeur","","100.158305","X","Ciffre de sources internationales","base year is 2015"
"CP","Indices de Prix à la Consommation","784","Émirats arabes unis","2017","2017","23013","Prix à la Consommation, Indices d'alimentation (2015 = 100)","7004","Avril","6125","Valeur","","100.415172","X","Ciffre de sources internationales","base year is 2015"
"CP","Indices de Prix à la Consommation","784","Émirats arabes unis","2017","2017","23013","Prix à la Consommation, Indices d'alimentation (2015 = 100)","7005","Mai","6125","Valeur","","101.126496","X","Ciffre de sources internationales","base year is 2015"
"CP","Indices de Prix à la Consommation","784","Émirats arabes unis","2017","2017","23013","Prix à la Consommation, Indices d'alimentation (2015 = 100)","7006","Juin","6125","Valeur","","102.479986","X","Ciffre de sources internationales","base year is 2015"
"CP","Indices de Prix à la Consommation","784","Émirats arabes unis","2017","2017","23013","Prix à la Consommation, Indices d'alimentation (2015 = 100)","7007","Juillet","6125","Valeur","","103.141912","X","Ciffre de sources internationales","base year is 2015"
"CP","Indices de Prix à la Consommation","784","Émirats arabes unis","2017","2017","23013","Prix à la Consommation, Indices d'alimentation (2015 = 100)","7008","Août","6125","Valeur","","103.013479","X","Ciffre de sources internationales","base year is 2015"
"CP","Indices de Prix à la Consommation","784","Émirats arabes unis","2017","2017","23013","Prix à la Consommation, Indices d'alimentation (2015 = 100)","7009","Septembre","6125","Valeur","","103.211069","X","Ciffre de sources internationales","base year is 2015"
"CP","Indices de Prix à la Consommation","784","Émirats arabes unis","2017","2017","23013","Prix à la Consommation, Indices d'alimentation (2015 = 100)","7010","Octobre","6125","Valeur","","103.96191","X","Ciffre de sources internationales","base year is 2015"
"CP","Indices de Prix à la Consommation","784","Émirats arabes unis","2017","2017","23013","Prix à la Consommation, Indices d'alimentation (2015 = 100)","7011","Novembre","6125","Valeur","","104.208898","X","Ciffre de sources internationales","base year is 2015"
"CP","Indices de Prix à la Consommation","784","Émirats arabes unis","2017","2017","23013","Prix à la Consommation, Indices d'alimentation (2015 = 100)","7012","Décembre","6125","Valeur","","104.268174","X","Ciffre de sources internationales","base year is 2015"
"CP","Indices de Prix à la Consommation","784","Émirats arabes unis","2023","2023","23013","Prix à la Consommation, Indices d'alimentation (2015 = 100)","7001","Janvier","6125","Valeur","","118.5787","I","Valeur imputée","base year is 2015"
"CP","Indices de Prix à la Consommation","784","Émirats arabes unis","2023","2023","23013","Prix à la Consommation, Indices d'alimentation (2015 = 100)","7002","Février","6125","Valeur","","118.525162","I","Valeur imputée","base year is 2015"
"CP","Indices de Prix à la Consommation","784","Émirats arabes unis","2023","2023","23013","Prix à la Consommation, Indices d'alimentation (2015 = 100)","7003","Mars","6125","Valeur","","118.471624","A","Chiffre officiel","base year is 2015"
"CP","Indices de Prix à la Consommation","784","Émirats arabes unis","2023","2023","23013","Prix à la Consommation, Indices d'alimentation (2015 = 100)","7004","Avril","6125","Valeur","","118.97207","F","Valeur prévue","base year is 2015"
"CP","Indices de Prix à la Consommation","784","Émirats arabes unis","2023","2023","23013","Prix à la Consommation, Indices d'alimentation (2015 = 100)","7005","Mai","6125","Valeur","","119.192159","F","Valeur prévue","base year is 2015"
"CP","Indices de Prix à la Consommation","784","Émirats arabes unis","2023","2023","23013","Prix à la Consommation, Indices d'alimentation (2015 = 100)","7006","Juin","6125","Valeur","","119.364755","F","Valeur prévue","base year is 2015"
"CP","Indices de Prix à la Consommation","784","Émirats arabes unis","2023","2023","23013","Prix à la Consommation, Indices d'alimentation (2015 = 100)","7007","Juillet","6125","Valeur","","119.669719","F","Valeur prévue","base year is 2015"
"CP","Indices de Prix à la Consommation","784","Émirats arabes unis","2023","2023","23013","Prix à la Consommation, Indices d'alimentation (2015 = 100)","7008","Août","6125","Valeur","","120.41669","F","Valeur prévue","base year is 2015"
"CP","Indices de Prix à la Consommation","784","Émirats arabes unis","2023","2023","23013","Prix à la Consommation, Indices d'alimentation (2015 = 100)","7009","Septembre","6125","Valeur","","120.55874","F","Valeur prévue","base year is 2015"
"CP","Indices de Prix à la Consommation","218","Équateur","2017","2017","23014","Food price inflation","7001","Janvier","6121","Valeur","%","1.484801","E","Valeur estimée",""
"CP","Indices de Prix à la Consommation","218","Équateur","2017","2017","23014","Food price inflation","7002","Février","6121","Valeur","%","1.204135","E","Valeur estimée",""
"CP","Indices de Prix à la Consommation","218","Équateur","2017","2017","23014","Food price inflation","7003","Mars","6121","Valeur","%","1.281141","E","Valeur estimée",""
"CP","Indices de Prix à la Consommation","218","Équateur","2017","2017","23014","Food price inflation","7004","Avril","6121","Valeur","%","1.835242","E","Valeur estimée",""
"CP","Indices de Prix à la Consommation","218","Équateur","2017","2017","23014","Food price inflation","7005","Mai","6121","Valeur","%","0.946855","E","Valeur estimée",""
"CP","Indices de Prix à la Consommation","218","Équateur","2017","2017","23014","Food price inflation","7006","Juin","6121","Valeur","%","0.124271","E","Valeur estimée",""
"CP","Indices de Prix à la Consommation","218","Équateur","2017","2017","23014","Food price inflation","7007","Juillet","6121","Valeur","%","-0.329638","E","Valeur estimée",""
"CP","Indices de Prix à la Consommation","218","Équateur","2017","2017","23014","Food price inflation","7008","Août","6121","Valeur","%","0.248502","E","Valeur estimée",""
"CP","Indices de Prix à la Consommation","218","Équateur","2017","2017","23014","Food price inflation","7009","Septembre","6121","Valeur","%","-0.118179","E","Valeur estimée",""
"CP","Indices de Prix à la Consommation","218","Équateur","2017","2017","23014","Food price inflation","7010","Octobre","6121","Valeur","%","-0.021559","E","Valeur estimée",""
"CP","Indices de Prix à la Consommation","218","Équateur","2017","2017","23014","Food price inflation","7011","Novembre","6121","Valeur","%","-0.431653","E","Valeur estimée",""
"CP","Indices de Prix à la Consommation","218","Équateur","2017","2017","23014","Food price inflation","7012","Décembre","6121","Valeur","%","-0.239021","E","Valeur estimée",""
"CP","Indices de Prix à la Consommation","218","Équateur","2023","2023","23014","Food price inflation","7001","Janvier","6121","Valeur","%","5.608887","E","Valeur estimée",""
"CP","Indices de Prix à la Consommation","218","Équateur","2023","2023","23014","Food price inflation","7002","Février","6121","Valeur","%","5.231374","E","Valeur estimée",""
"CP","Indices de Prix à la Consommation","218","Équateur","2023","2023","23014","Food price inflation","7003","Mars","6121","Valeur","%","5.921452","E","Valeur estimée",""
"CP","Indices de Prix à la Consommation","218","Équateur","2023","2023","23014","Food price inflation","7004","Avril","6121","Valeur","%","5.199104","E","Valeur estimée",""
"CP","Indices de Prix à la Consommation","218","Équateur","2023","2023","23014","Food price inflation","7005","Mai","6121","Valeur","%","4.466508","E","Valeur estimée",""
"CP","Indices de Prix à la Consommation","218","Équateur","2023","2023","23014","Food price inflation","7006","Juin","6121","Valeur","%","4.182256","E","Valeur estimée",""
"CP","Indices de Prix à la Consommation","218","Équateur","2023","2023","23014","Food price inflation","7007","Juillet","6121","Valeur","%","6.121598","E","Valeur estimée",""
"CP","Indices de Prix à la Consommation","218","Équateur","2023","2023","23014","Food price inflation","7008","Août","6121","Valeur","%","8.167573","E","Valeur estimée",""
"CP","Indices de Prix à la Consommation","218","Équateur","2023","2023","23014","Food price inflation","7009","Septembre","6121","Valeur","%","7.026657","E","Valeur estimée",""
"CP","Indices de Prix à la Consommation","218","Équateur","2017","2017","23013","Prix à la Consommation, Indices d'alimentation (2015 = 100)","7001","Janvier","6125","Valeur","","102.557421","A","Chiffre officiel","base year is 2015"
"CP","Indices de Prix à la Consommation","218","Équateur","2017","2017","23013","Prix à la Consommation, Indices d'alimentation (2015 = 100)","7002","Février","6125","Valeur","","103.03862","A","Chiffre officiel","base year is 2015"
"CP","Indices de Prix à la Consommation","218","Équateur","2017","2017","23013","Prix à la Consommation, Indices d'alimentation (2015 = 100)","7003","Mars","6125","Valeur","","103.771981","A","Chiffre officiel","base year is 2015"
"CP","Indices de Prix à la Consommation","218","Équateur","2017","2017","23013","Prix à la Consommation, Indices d'alimentation (2015 = 100)","7004","Avril","6125","Valeur","","104.991585","A","Chiffre officiel","base year is 2015"
"CP","Indices de Prix à la Consommation","218","Équateur","2017","2017","23013","Prix à la Consommation, Indices d'alimentation (2015 = 100)","7005","Mai","6125","Valeur","","104.25214","A","Chiffre officiel","base year is 2015"
"CP","Indices de Prix à la Consommation","218","Équateur","2017","2017","23013","Prix à la Consommation, Indices d'alimentation (2015 = 100)","7006","Juin","6125","Valeur","","103.916028","A","Chiffre officiel","base year is 2015"
"CP","Indices de Prix à la Consommation","218","Équateur","2017","2017","23013","Prix à la Consommation, Indices d'alimentation (2015 = 100)","7007","Juillet","6125","Valeur","","103.157377","A","Chiffre officiel","base year is 2015"
"CP","Indices de Prix à la Consommation","218","Équateur","2017","2017","23013","Prix à la Consommation, Indices d'alimentation (2015 = 100)","7008","Août","6125","Valeur","","103.234202","A","Chiffre officiel","base year is 2015"
"CP","Indices de Prix à la Consommation","218","Équateur","2017","2017","23013","Prix à la Consommation, Indices d'alimentation (2015 = 100)","7009","Septembre","6125","Valeur","","102.516027","A","Chiffre officiel","base year is 2015"
"CP","Indices de Prix à la Consommation","218","Équateur","2017","2017","23013","Prix à la Consommation, Indices d'alimentation (2015 = 100)","7010","Octobre","6125","Valeur","","102.036801","A","Chiffre officiel","base year is 2015"
"CP","Indices de Prix à la Consommation","218","Équateur","2017","2017","23013","Prix à la Consommation, Indices d'alimentation (2015 = 100)","7011","Novembre","6125","Valeur","","101.340074","A","Chiffre officiel","base year is 2015"
"CP","Indices de Prix à la Consommation","218","Équateur","2017","2017","23013","Prix à la Consommation, Indices d'alimentation (2015 = 100)","7012","Décembre","6125","Valeur","","101.812931","A","Chiffre officiel","base year is 2015"
"CP","Indices de Prix à la Consommation","218","Équateur","2023","2023","23013","Prix à la Consommation, Indices d'alimentation (2015 = 100)","7001","Janvier","6125","Valeur","","109.339514","A","Chiffre officiel","base year is 2015"
"CP","Indices de Prix à la Consommation","218","Équateur","2023","2023","23013","Prix à la Consommation, Indices d'alimentation (2015 = 100)","7002","Février","6125","Valeur","","109.283577","A","Chiffre officiel","base year is 2015"
"CP","Indices de Prix à la Consommation","218","Équateur","2023","2023","23013","Prix à la Consommation, Indices d'alimentation (2015 = 100)","7003","Mars","6125","Valeur","","110.063211","A","Chiffre officiel","base year is 2015"
"CP","Indices de Prix à la Consommation","218","Équateur","2023","2023","23013","Prix à la Consommation, Indices d'alimentation (2015 = 100)","7004","Avril","6125","Valeur","","109.832543","X","Ciffre de sources internationales","base year is 2015"
"CP","Indices de Prix à la Consommation","218","Équateur","2023","2023","23013","Prix à la Consommation, Indices d'alimentation (2015 = 100)","7005","Mai","6125","Valeur","","110.200872","X","Ciffre de sources internationales","base year is 2015"
"CP","Indices de Prix à la Consommation","218","Équateur","2023","2023","23013","Prix à la Consommation, Indices d'alimentation (2015 = 100)","7006","Juin","6125","Valeur","","112.194714","X","Ciffre de sources internationales","base year is 2015"
"CP","Indices de Prix à la Consommation","218","Équateur","2023","2023","23013","Prix à la Consommation, Indices d'alimentation (2015 = 100)","7007","Juillet","6125","Valeur","","114.476117","X","Ciffre de sources internationales","base year is 2015"
"CP","Indices de Prix à la Consommation","218","Équateur","2023","2023","23013","Prix à la Consommation, Indices d'alimentation (2015 = 100)","7008","Août","6125","Valeur","","116.25494","X","Ciffre de sources internationales","base year is 2015"
"CP","Indices de Prix à la Consommation","218","Équateur","2023","2023","23013","Prix à la Consommation, Indices d'alimentation (2015 = 100)","7009","Septembre","6125","Valeur","","116.018691","A","Chiffre officiel","base year is 2015"
"CP","Indices de Prix à la Consommation","724","Espagne","2017","2017","23014","Food price inflation","7001","Janvier","6121","Valeur","%","0.976205","E","Valeur estimée",""
"CP","Indices de Prix à la Consommation","724","Espagne","2017","2017","23014","Food price inflation","7002","Février","6121","Valeur","%","1.685427","E","Valeur estimée",""
"CP","Indices de Prix à la Consommation","724","Espagne","2017","2017","23014","Food price inflation","7003","Mars","6121","Valeur","%","1.377596","E","Valeur estimée",""
"CP","Indices de Prix à la Consommation","724","Espagne","2017","2017","23014","Food price inflation","7004","Avril","6121","Valeur","%","1.120714","E","Valeur estimée",""
"CP","Indices de Prix à la Consommation","724","Espagne","2017","2017","23014","Food price inflation","7005","Mai","6121","Valeur","%","1.129463","E","Valeur estimée",""
"CP","Indices de Prix à la Consommation","724","Espagne","2017","2017","23014","Food price inflation","7006","Juin","6121","Valeur","%","0.821254","E","Valeur estimée",""
"CP","Indices de Prix à la Consommation","724","Espagne","2017","2017","23014","Food price inflation","7007","Juillet","6121","Valeur","%","0.145207","E","Valeur estimée",""
"CP","Indices de Prix à la Consommation","724","Espagne","2017","2017","23014","Food price inflation","7008","Août","6121","Valeur","%","0.049433","E","Valeur estimée",""
"CP","Indices de Prix à la Consommation","724","Espagne","2017","2017","23014","Food price inflation","7009","Septembre","6121","Valeur","%","1.213421","E","Valeur estimée",""
"CP","Indices de Prix à la Consommation","724","Espagne","2017","2017","23014","Food price inflation","7010","Octobre","6121","Valeur","%","2.344311","E","Valeur estimée",""
"CP","Indices de Prix à la Consommation","724","Espagne","2017","2017","23014","Food price inflation","7011","Novembre","6121","Valeur","%","2.219149","E","Valeur estimée",""
"CP","Indices de Prix à la Consommation","724","Espagne","2017","2017","23014","Food price inflation","7012","Décembre","6121","Valeur","%","1.696921","E","Valeur estimée",""
"CP","Indices de Prix à la Consommation","724","Espagne","2023","2023","23014","Food price inflation","7001","Janvier","6121","Valeur","%","15.353303","E","Valeur estimée",""
"CP","Indices de Prix à la Consommation","724","Espagne","2023","2023","23014","Food price inflation","7002","Février","6121","Valeur","%","16.635425","E","Valeur estimée",""
"CP","Indices de Prix à la Consommation","724","Espagne","2023","2023","23014","Food price inflation","7003","Mars","6121","Valeur","%","16.471323","E","Valeur estimée",""
"CP","Indices de Prix à la Consommation","724","Espagne","2023","2023","23014","Food price inflation","7004","Avril","6121","Valeur","%","12.9391","E","Valeur estimée",""
"CP","Indices de Prix à la Consommation","724","Espagne","2023","2023","23014","Food price inflation","7005","Mai","6121","Valeur","%","11.998253","E","Valeur estimée",""
"CP","Indices de Prix à la Consommation","724","Espagne","2023","2023","23014","Food price inflation","7006","Juin","6121","Valeur","%","10.333077","E","Valeur estimée",""
"CP","Indices de Prix à la Consommation","724","Espagne","2023","2023","23014","Food price inflation","7007","Juillet","6121","Valeur","%","10.839331","E","Valeur estimée",""
"CP","Indices de Prix à la Consommation","724","Espagne","2023","2023","23014","Food price inflation","7008","Août","6121","Valeur","%","10.520698","E","Valeur estimée",""
"CP","Indices de Prix à la Consommation","724","Espagne","2023","2023","23014","Food price inflation","7009","Septembre","6121","Valeur","%","10.53525","E","Valeur estimée",""
"CP","Indices de Prix à la Consommation","724","Espagne","2017","2017","23013","Prix à la Consommation, Indices d'alimentation (2015 = 100)","7001","Janvier","6125","Valeur","","102.4135","X","Ciffre de sources internationales","base year is 2015"
"CP","Indices de Prix à la Consommation","724","Espagne","2017","2017","23013","Prix à la Consommation, Indices d'alimentation (2015 = 100)","7002","Février","6125","Valeur","","102.5707","X","Ciffre de sources internationales","base year is 2015"
"CP","Indices de Prix à la Consommation","724","Espagne","2017","2017","23013","Prix à la Consommation, Indices d'alimentation (2015 = 100)","7003","Mars","6125","Valeur","","102.2168","X","Ciffre de sources internationales","base year is 2015"
"CP","Indices de Prix à la Consommation","724","Espagne","2017","2017","23013","Prix à la Consommation, Indices d'alimentation (2015 = 100)","7004","Avril","6125","Valeur","","102.13","X","Ciffre de sources internationales","base year is 2015"
"CP","Indices de Prix à la Consommation","724","Espagne","2017","2017","23013","Prix à la Consommation, Indices d'alimentation (2015 = 100)","7005","Mai","6125","Valeur","","102.4311","X","Ciffre de sources internationales","base year is 2015"
"CP","Indices de Prix à la Consommation","724","Espagne","2017","2017","23013","Prix à la Consommation, Indices d'alimentation (2015 = 100)","7006","Juin","6125","Valeur","","102.386","X","Ciffre de sources internationales","base year is 2015"
"CP","Indices de Prix à la Consommation","724","Espagne","2017","2017","23013","Prix à la Consommation, Indices d'alimentation (2015 = 100)","7007","Juillet","6125","Valeur","","102.3476","X","Ciffre de sources internationales","base year is 2015"
"CP","Indices de Prix à la Consommation","724","Espagne","2017","2017","23013","Prix à la Consommation, Indices d'alimentation (2015 = 100)","7008","Août","6125","Valeur","","102.208","X","Ciffre de sources internationales","base year is 2015"
"CP","Indices de Prix à la Consommation","724","Espagne","2017","2017","23013","Prix à la Consommation, Indices d'alimentation (2015 = 100)","7009","Septembre","6125","Valeur","","102.4795","X","Ciffre de sources internationales","base year is 2015"
"CP","Indices de Prix à la Consommation","724","Espagne","2017","2017","23013","Prix à la Consommation, Indices d'alimentation (2015 = 100)","7010","Octobre","6125","Valeur","","103.719","X","Ciffre de sources internationales","base year is 2015"
"CP","Indices de Prix à la Consommation","724","Espagne","2017","2017","23013","Prix à la Consommation, Indices d'alimentation (2015 = 100)","7011","Novembre","6125","Valeur","","103.4652","X","Ciffre de sources internationales","base year is 2015"
"CP","Indices de Prix à la Consommation","724","Espagne","2017","2017","23013","Prix à la Consommation, Indices d'alimentation (2015 = 100)","7012","Décembre","6125","Valeur","","103.4037","X","Ciffre de sources internationales","base year is 2015"
"CP","Indices de Prix à la Consommation","724","Espagne","2023","2023","23013","Prix à la Consommation, Indices d'alimentation (2015 = 100)","7001","Janvier","6125","Valeur","","131.3197","X","Ciffre de sources internationales","base year is 2015"
"CP","Indices de Prix à la Consommation","724","Espagne","2023","2023","23013","Prix à la Consommation, Indices d'alimentation (2015 = 100)","7002","Février","6125","Valeur","","133.9033","X","Ciffre de sources internationales","base year is 2015"
"CP","Indices de Prix à la Consommation","724","Espagne","2023","2023","23013","Prix à la Consommation, Indices d'alimentation (2015 = 100)","7003","Mars","6125","Valeur","","135.3264","X","Ciffre de sources internationales","base year is 2015"
"CP","Indices de Prix à la Consommation","724","Espagne","2023","2023","23013","Prix à la Consommation, Indices d'alimentation (2015 = 100)","7004","Avril","6125","Valeur","","135.6891","X","Ciffre de sources internationales","base year is 2015"
"CP","Indices de Prix à la Consommation","724","Espagne","2023","2023","23013","Prix à la Consommation, Indices d'alimentation (2015 = 100)","7005","Mai","6125","Valeur","","136.1957","X","Ciffre de sources internationales","base year is 2015"
"CP","Indices de Prix à la Consommation","724","Espagne","2023","2023","23013","Prix à la Consommation, Indices d'alimentation (2015 = 100)","7006","Juin","6125","Valeur","","136.5363","X","Ciffre de sources internationales","base year is 2015"
"CP","Indices de Prix à la Consommation","724","Espagne","2023","2023","23013","Prix à la Consommation, Indices d'alimentation (2015 = 100)","7007","Juillet","6125","Valeur","","137.5781","X","Ciffre de sources internationales","base year is 2015"
"CP","Indices de Prix à la Consommation","724","Espagne","2023","2023","23013","Prix à la Consommation, Indices d'alimentation (2015 = 100)","7008","Août","6125","Valeur","","137.8276","X","Ciffre de sources internationales","base year is 2015"
"CP","Indices de Prix à la Consommation","724","Espagne","2023","2023","23013","Prix à la Consommation, Indices d'alimentation (2015 = 100)","7009","Septembre","6125","Valeur","","138.4968","X","Ciffre de sources internationales","base year is 2015"
"CP","Indices de Prix à la Consommation","233","Estonie","2017","2017","23014","Food price inflation","7001","Janvier","6121","Valeur","%","3.685684","E","Valeur estimée",""
"CP","Indices de Prix à la Consommation","233","Estonie","2017","2017","23014","Food price inflation","7002","Février","6121","Valeur","%","4.135307","E","Valeur estimée",""
"CP","Indices de Prix à la Consommation","233","Estonie","2017","2017","23014","Food price inflation","7003","Mars","6121","Valeur","%","3.980921","E","Valeur estimée",""
"CP","Indices de Prix à la Consommation","233","Estonie","2017","2017","23014","Food price inflation","7004","Avril","6121","Valeur","%","4.482372","E","Valeur estimée",""
"CP","Indices de Prix à la Consommation","233","Estonie","2017","2017","23014","Food price inflation","7005","Mai","6121","Valeur","%","6.153047","E","Valeur estimée",""
"CP","Indices de Prix à la Consommation","233","Estonie","2017","2017","23014","Food price inflation","7006","Juin","6121","Valeur","%","6.631031","E","Valeur estimée",""
"CP","Indices de Prix à la Consommation","233","Estonie","2017","2017","23014","Food price inflation","7007","Juillet","6121","Valeur","%","5.299103","E","Valeur estimée",""
"CP","Indices de Prix à la Consommation","233","Estonie","2017","2017","23014","Food price inflation","7008","Août","6121","Valeur","%","6.38307","E","Valeur estimée",""
"CP","Indices de Prix à la Consommation","233","Estonie","2017","2017","23014","Food price inflation","7009","Septembre","6121","Valeur","%","5.822606","E","Valeur estimée",""
"CP","Indices de Prix à la Consommation","233","Estonie","2017","2017","23014","Food price inflation","7010","Octobre","6121","Valeur","%","7.921881","E","Valeur estimée",""
"CP","Indices de Prix à la Consommation","233","Estonie","2017","2017","23014","Food price inflation","7011","Novembre","6121","Valeur","%","7.778965","E","Valeur estimée",""
"CP","Indices de Prix à la Consommation","233","Estonie","2017","2017","23014","Food price inflation","7012","Décembre","6121","Valeur","%","6.362662","E","Valeur estimée",""
"CP","Indices de Prix à la Consommation","233","Estonie","2023","2023","23014","Food price inflation","7001","Janvier","6121","Valeur","%","27.398419","E","Valeur estimée",""
"CP","Indices de Prix à la Consommation","233","Estonie","2023","2023","23014","Food price inflation","7002","Février","6121","Valeur","%","25.208369","E","Valeur estimée",""
"CP","Indices de Prix à la Consommation","233","Estonie","2023","2023","23014","Food price inflation","7003","Mars","6121","Valeur","%","24.702084","E","Valeur estimée",""
"CP","Indices de Prix à la Consommation","233","Estonie","2023","2023","23014","Food price inflation","7004","Avril","6121","Valeur","%","23.401724","E","Valeur estimée",""
"CP","Indices de Prix à la Consommation","233","Estonie","2023","2023","23014","Food price inflation","7005","Mai","6121","Valeur","%","20.376896","E","Valeur estimée",""
"CP","Indices de Prix à la Consommation","233","Estonie","2023","2023","23014","Food price inflation","7006","Juin","6121","Valeur","%","19.461519","E","Valeur estimée",""
"CP","Indices de Prix à la Consommation","233","Estonie","2023","2023","23014","Food price inflation","7007","Juillet","6121","Valeur","%","16.426972","E","Valeur estimée",""
"CP","Indices de Prix à la Consommation","233","Estonie","2023","2023","23014","Food price inflation","7008","Août","6121","Valeur","%","12.943843","E","Valeur estimée",""
"CP","Indices de Prix à la Consommation","233","Estonie","2023","2023","23014","Food price inflation","7009","Septembre","6121","Valeur","%","9.738351","E","Valeur estimée",""
"CP","Indices de Prix à la Consommation","233","Estonie","2017","2017","23013","Prix à la Consommation, Indices d'alimentation (2015 = 100)","7001","Janvier","6125","Valeur","","102.2708","X","Ciffre de sources internationales","base year is 2015"
"CP","Indices de Prix à la Consommation","233","Estonie","2017","2017","23013","Prix à la Consommation, Indices d'alimentation (2015 = 100)","7002","Février","6125","Valeur","","103.6607","X","Ciffre de sources internationales","base year is 2015"
"CP","Indices de Prix à la Consommation","233","Estonie","2017","2017","23013","Prix à la Consommation, Indices d'alimentation (2015 = 100)","7003","Mars","6125","Valeur","","104.73","X","Ciffre de sources internationales","base year is 2015"
"CP","Indices de Prix à la Consommation","233","Estonie","2017","2017","23013","Prix à la Consommation, Indices d'alimentation (2015 = 100)","7004","Avril","6125","Valeur","","104.6765","X","Ciffre de sources internationales","base year is 2015"
"CP","Indices de Prix à la Consommation","233","Estonie","2017","2017","23013","Prix à la Consommation, Indices d'alimentation (2015 = 100)","7005","Mai","6125","Valeur","","106.0665","X","Ciffre de sources internationales","base year is 2015"
"CP","Indices de Prix à la Consommation","233","Estonie","2017","2017","23013","Prix à la Consommation, Indices d'alimentation (2015 = 100)","7006","Juin","6125","Valeur","","106.6011","X","Ciffre de sources internationales","base year is 2015"
"CP","Indices de Prix à la Consommation","233","Estonie","2017","2017","23013","Prix à la Consommation, Indices d'alimentation (2015 = 100)","7007","Juillet","6125","Valeur","","107.2961","X","Ciffre de sources internationales","base year is 2015"
"CP","Indices de Prix à la Consommation","233","Estonie","2017","2017","23013","Prix à la Consommation, Indices d'alimentation (2015 = 100)","7008","Août","6125","Valeur","","106.9219","X","Ciffre de sources internationales","base year is 2015"
"CP","Indices de Prix à la Consommation","233","Estonie","2017","2017","23013","Prix à la Consommation, Indices d'alimentation (2015 = 100)","7009","Septembre","6125","Valeur","","105.9061","X","Ciffre de sources internationales","base year is 2015"
"CP","Indices de Prix à la Consommation","233","Estonie","2017","2017","23013","Prix à la Consommation, Indices d'alimentation (2015 = 100)","7010","Octobre","6125","Valeur","","106.3338","X","Ciffre de sources internationales","base year is 2015"
"CP","Indices de Prix à la Consommation","233","Estonie","2017","2017","23013","Prix à la Consommation, Indices d'alimentation (2015 = 100)","7011","Novembre","6125","Valeur","","107.403","X","Ciffre de sources internationales","base year is 2015"
"CP","Indices de Prix à la Consommation","233","Estonie","2017","2017","23013","Prix à la Consommation, Indices d'alimentation (2015 = 100)","7012","Décembre","6125","Valeur","","107.2426","X","Ciffre de sources internationales","base year is 2015"
"CP","Indices de Prix à la Consommation","233","Estonie","2023","2023","23013","Prix à la Consommation, Indices d'alimentation (2015 = 100)","7001","Janvier","6125","Valeur","","157.6028","X","Ciffre de sources internationales","base year is 2015"
"CP","Indices de Prix à la Consommation","233","Estonie","2023","2023","23013","Prix à la Consommation, Indices d'alimentation (2015 = 100)","7002","Février","6125","Valeur","","160.6501","X","Ciffre de sources internationales","base year is 2015"
"CP","Indices de Prix à la Consommation","233","Estonie","2023","2023","23013","Prix à la Consommation, Indices d'alimentation (2015 = 100)","7003","Mars","6125","Valeur","","162.2005","X","Ciffre de sources internationales","base year is 2015"
"CP","Indices de Prix à la Consommation","233","Estonie","2023","2023","23013","Prix à la Consommation, Indices d'alimentation (2015 = 100)","7004","Avril","6125","Valeur","","164.0716","X","Ciffre de sources internationales","base year is 2015"
"CP","Indices de Prix à la Consommation","233","Estonie","2023","2023","23013","Prix à la Consommation, Indices d'alimentation (2015 = 100)","7005","Mai","6125","Valeur","","163.9112","X","Ciffre de sources internationales","base year is 2015"
"CP","Indices de Prix à la Consommation","233","Estonie","2023","2023","23013","Prix à la Consommation, Indices d'alimentation (2015 = 100)","7006","Juin","6125","Valeur","","166.0496","X","Ciffre de sources internationales","base year is 2015"
"CP","Indices de Prix à la Consommation","233","Estonie","2023","2023","23013","Prix à la Consommation, Indices d'alimentation (2015 = 100)","7007","Juillet","6125","Valeur","","164.6062","X","Ciffre de sources internationales","base year is 2015"
"CP","Indices de Prix à la Consommation","233","Estonie","2023","2023","23013","Prix à la Consommation, Indices d'alimentation (2015 = 100)","7008","Août","6125","Valeur","","163.2697","X","Ciffre de sources internationales","base year is 2015"
"CP","Indices de Prix à la Consommation","233","Estonie","2023","2023","23013","Prix à la Consommation, Indices d'alimentation (2015 = 100)","7009","Septembre","6125","Valeur","","161.452","X","Ciffre de sources internationales","base year is 2015"
"CP","Indices de Prix à la Consommation","748","Eswatini","2017","2017","23014","Food price inflation","7001","Janvier","6121","Valeur","%","17.476785","E","Valeur estimée",""
"CP","Indices de Prix à la Consommation","748","Eswatini","2017","2017","23014","Food price inflation","7002","Février","6121","Valeur","%","12.808238","E","Valeur estimée",""
"CP","Indices de Prix à la Consommation","748","Eswatini","2017","2017","23014","Food price inflation","7003","Mars","6121","Valeur","%","10.30064","E","Valeur estimée",""
"CP","Indices de Prix à la Consommation","748","Eswatini","2017","2017","23014","Food price inflation","7004","Avril","6121","Valeur","%","9.358604","E","Valeur estimée",""
"CP","Indices de Prix à la Consommation","748","Eswatini","2017","2017","23014","Food price inflation","7005","Mai","6121","Valeur","%","9.407161","E","Valeur estimée",""
