Code Domaine,Domaine,Code zone (M49),Zone,Code Élément,Élément,Code Produit,Produit,Code année,Année,Unité,Valeur,Symbole,Description du Symbole
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","662","Sainte-Lucie","6226","Valeur","7008","Cost of animal source foods","2017","2017","PPP dollar per person per day","0.848","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","659","Saint-Kitts-et-Nevis","6226","Valeur","7008","Cost of animal source foods","2017","2017","PPP dollar per person per day","0.716","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","670","Saint-Vincent-et-les Grenadines","6226","Valeur","7008","Cost of animal source foods","2017","2017","PPP dollar per person per day","0.78","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","678","Sao Tomé-et-Principe","6226","Valeur","7008","Cost of animal source foods","2017","2017","PPP dollar per person per day","1.015","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","686","Sénégal","6226","Valeur","7008","Cost of animal source foods","2017","2017","PPP dollar per person per day","0.377","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","688","Serbie","6226","Valeur","7008","Cost of animal source foods","2017","2017","PPP dollar per person per day","0.998","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","690","Seychelles","6226","Valeur","7008","Cost of animal source foods","2017","2017","PPP dollar per person per day","1.088","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","694","Sierra Leone","6226","Valeur","7008","Cost of animal source foods","2017","2017","PPP dollar per person per day","0.754","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","702","Singapour","6226","Valeur","7008","Cost of animal source foods","2017","2017","PPP dollar per person per day","0.611","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","534","Sint Maarten (partie néerlandaise)","6226","Valeur","7008","Cost of animal source foods","2017","2017","PPP dollar per person per day","0.864","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","703","Slovaquie","6226","Valeur","7008","Cost of animal source foods","2017","2017","PPP dollar per person per day","0.667","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","705","Slovénie","6226","Valeur","7008","Cost of animal source foods","2017","2017","PPP dollar per person per day","0.698","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","729","Soudan","6226","Valeur","7008","Cost of animal source foods","2017","2017","PPP dollar per person per day","1.203","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","144","Sri Lanka","6226","Valeur","7008","Cost of animal source foods","2017","2017","PPP dollar per person per day","0.999","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","752","Suède","6226","Valeur","7008","Cost of animal source foods","2017","2017","PPP dollar per person per day","0.644","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","756","Suisse","6226","Valeur","7008","Cost of animal source foods","2017","2017","PPP dollar per person per day","0.675","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","740","Suriname","6226","Valeur","7008","Cost of animal source foods","2017","2017","PPP dollar per person per day","1.412","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","762","Tadjikistan","6226","Valeur","7008","Cost of animal source foods","2017","2017","PPP dollar per person per day","0.823","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","148","Tchad","6226","Valeur","7008","Cost of animal source foods","2017","2017","PPP dollar per person per day","0.882","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","203","Tchéquie","6226","Valeur","7008","Cost of animal source foods","2017","2017","PPP dollar per person per day","0.7","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","764","Thaïlande","6226","Valeur","7008","Cost of animal source foods","2017","2017","PPP dollar per person per day","0.942","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","780","Trinité-et-Tobago","6226","Valeur","7008","Cost of animal source foods","2017","2017","PPP dollar per person per day","1.047","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","788","Tunisie","6226","Valeur","7008","Cost of animal source foods","2017","2017","PPP dollar per person per day","0.841","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","792","Turquie","6226","Valeur","7008","Cost of animal source foods","2017","2017","PPP dollar per person per day","0.817","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","858","Uruguay","6226","Valeur","7008","Cost of animal source foods","2017","2017","PPP dollar per person per day","0.615","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","704","Viet Nam","6226","Valeur","7008","Cost of animal source foods","2017","2017","PPP dollar per person per day","1.183","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","894","Zambie","6226","Valeur","7008","Cost of animal source foods","2017","2017","PPP dollar per person per day","0.906","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","716","Zimbabwe","6226","Valeur","7008","Cost of animal source foods","2017","2017","PPP dollar per person per day","0.95","E","Valeur estimée"
